facility_id,amenity_type,name,lat,lon
5016018621,dentist,Medicadent,42.6638617,21.1652403
5022182222,pharmacy,Exclusiv Pharmacy,42.4655943,21.4739475
5030492321,hospital,Gjinekologjia Jeta,42.3224702,21.3538964
5104746221,pharmacy,Shëndeti,42.4659458,21.4719047
5105599328,doctors,"Ordinanca pediatrike ""GRANITI""",42.6163451,20.5757772
5108584021,doctors,Liburn Dema,42.3701514,21.4829715
5109943333,pharmacy,ELIF,42.6515295,21.1761106
5127095621,pharmacy,ELIF,42.6515062,21.1760666
5156861822,dentist,dentisti i familjes,42.6508061,21.1597952
5162698121,pharmacy,FD Farm,42.8773142,20.8596311
5162764823,pharmacy,Barnatore Astrit Ukimeri,42.8613718,20.8465307
5163287821,doctors,Ambulanca Gjinekologjikr Kestrina,42.6489726,21.1565192
5168627022,doctors,Dajt e Jares Arisit Ries,42.5350211,21.005766
5177587829,clinic,QMF Komoran,42.5752273,20.8989745
5185661172,clinic,Unknown,42.8078419,20.8702261
5194291023,dentist,"Ordinanca Stomatologjike ""Periodental""",42.6487251,21.163119
5230478221,dentist,Ordinanca Stomatologjike “MO-DENT”,42.6438066,21.1540353
5245770022,dentist,F-Dental,42.3677952,21.1656879
5254898654,doctors,Ortodent,42.4581569,21.4690952
5261625221,pharmacy,Cibebi,42.4638028,21.4588459
5267756923,doctors,Unknown,42.1337027,20.8057889
5295465621,clinic,Ordinanca “TRURI”,42.3535214,21.171324
5302792221,hospital,Emergjenca,42.4580966,21.4629153
5302971722,hospital,Otrila Hospital,42.6094499,21.1358487
5327773655,dentist,ElsaDent,42.6684009,21.1607147
5390789421,dentist,Dentawell,42.4622958,21.4678498
5398472322,hospital,Ambulanca e Çabrës,42.9019375,20.7790063
5410191722,clinic,Meti Dent pajisje stomatologjike,42.2143043,20.7328389
5443670323,dentist,Tirana Dent,42.4611127,21.4661242
5447504303,doctors,Fryti,42.3207228,20.6333606
5497656122,clinic,Qendra e Mjeksis Familjare Bare,42.9518026,20.9655488
5515734021,hospital,Klinika AURA,42.6435674,21.1552789
5540881921,dentist,AnadolliDent,42.6591469,20.2849201
5543730623,pharmacy,barnatore,41.9449878,20.67059
5543730624,clinic,ambulanta,41.9444157,20.670212
5557759021,doctors,Xhevdet Quni,42.2316678,21.2588225
5567447621,doctors,Genesis,42.6490839,21.1564237
5574732621,hospital,Spitali Amerikan Prishtine,42.6425643,21.1579683
5595325721,hospital,Spitali Rajonal Graqanicë,42.5836695,21.2081857
5598448022,clinic,Bel Medic International,42.602196,21.1911748
5610303423,pharmacy,Avena,42.654716,21.1537506
5613282021,hospital,Millenium Hospital,42.589907,21.1291379
5622622822,dentist,DentalFamily,42.4642238,21.4701711
5625281222,pharmacy,Valeriana,42.6556144,21.1568956
5633598124,doctors,Fizio Plus-Ordinanca per Fizioterapi dhe Rehabilitim,42.6614301,20.277896
5634975034,pharmacy,Barnatore 'Uno Pharm',42.6484524,21.1700513
5659692027,pharmacy,LIKA,42.6593718,20.2907738
5687205923,doctors,Kosovo,42.4544906,21.504241
5695830121,pharmacy,LINDI FARM,42.6560712,21.1816957
5737551705,doctors,Dr Musli Beqiraj,42.458282,21.4705977
5739626921,doctors,Unknown,42.4282473,21.4535823
5766127065,pharmacy,Barnatore Medifarm,42.6414926,21.1026912
5766162140,dentist,Dr. Denta Center,42.6508832,21.1711398
5804383454,pharmacy,IVY PHARM,42.6559392,21.1746576
5812302961,dentist,"Ordinanca Stomatologjike ""DenTrust""",42.6367781,21.0942206
5819844395,hospital,Spitali Aloka,42.6294691,21.1489558
5832556185,dentist,F DENTAL,42.6482233,21.1723874
5840134188,doctors,“FENIKSI” Ordinanca Psikiatrike,42.4292522,21.4541781
5853536585,doctors,doktorri syve Kubati,42.2202755,20.7427322
5859608287,clinic,Valza-Med,42.3149608,20.635827
5862362985,doctors,Ordinanca gjinekologjike obstetrike NEVUS,42.6634136,21.152592
5864935085,dentist,O.S. Pico Dent,42.4584382,21.4703477
5898684885,clinic,Ambulanca për terapi fizikale dhe rehabilitim “REA”,42.2319891,21.2552843
5911592515,doctors,Bioinvest,42.65156,21.1667248
5928656171,pharmacy,Unknown,42.5203065,21.1244869
5944002087,doctors,Dr.Nexhdet Shala,42.6572969,20.2902847
5974475150,doctors,Poliklinika CT Scanner,42.6507475,21.162062
5989033485,pharmacy,Melissa Kijevë,42.570455,20.7177715
6019076496,dentist,Pulpa Dent,42.6524203,21.1630963
6022648148,pharmacy,Unknown,42.5218471,21.1193341
6022648149,pharmacy,Unknown,42.5216577,21.1189152
6022648150,pharmacy,AR Pharmacy,42.5218204,21.118808
6022648151,pharmacy,Unknown,42.5213374,21.1181575
6022648152,pharmacy,Unknown,42.5191316,21.1221474
6052808685,pharmacy,Smartpharm,42.6409369,21.1007867
6073334285,pharmacy,EU pharm,42.6534187,21.1517908
6121274310,dentist,Estetika Dent,42.4612645,21.4677751
6122460985,dentist,Biodentt,42.4647824,21.4708736
6138021985,dentist,Era Dent,42.6611532,20.3013858
6139192986,hospital,otorinola,42.2195532,20.7276137
6139222085,hospital,Meti-Dent,42.2196171,20.7275261
6142833085,clinic,Dr. Ramushi,42.6482891,21.1729679
6172491088,clinic,Dr Xhevat Kurhasani,42.6568437,20.2912478
6181822485,doctors,Gastrohep,42.6585675,20.2956579
6207525485,hospital,Spitali Lindja,42.6290464,21.1565998
6264067983,pharmacy,Yess Pharma,42.6589573,21.1411151
6281126241,pharmacy,Kastrati,42.6567458,21.1549524
6281396868,hospital,American Hospital,42.6561315,21.1564376
6281406765,pharmacy,Aroma Pharm,42.6550585,21.1547327
6281514403,pharmacy,Natural Pharmacy,42.6777994,21.1620565
6281637367,pharmacy,Barnatore Austriake,42.6654154,21.1572728
6291256270,pharmacy,Unknown,42.6779302,21.1617215
6305196007,hospital,Klinika Infektive,42.644702,21.1611097
6305275259,hospital,Klinika Emergjente,42.6452032,21.1620699
6312549889,pharmacy,AR-PHARMA,42.6483255,21.157522
6316301985,clinic,"Enti Poliklinik Ambulantor për Vesh, Fyt dhe Hundë",42.6541084,21.1712451
6331347885,clinic,Venomed Plus,42.6574467,21.1456776
6332911391,pharmacy,Barnatore,42.3637088,20.7400411
6378873558,dentist,Vita Dent,42.3196524,21.3570437
6386322995,pharmacy,"""Nëna Terezë""",42.3259224,21.361538
6389648227,doctors,Akustika,42.6429545,21.1667376
6393343385,clinic,Pediatri,42.6546114,21.1713588
6394900185,clinic,Ambulanca psikologjisë klinike Visar A.Sadiku B.I,42.6431731,21.1670449
6401958385,dentist,DHËMBI,42.9133103,21.1919283
6419422187,dentist,Dentina Dent,42.522305,21.1185526
6419779087,dentist,O.S “Shëndeti Dental”,42.3775439,20.4313871
6431811125,dentist,Unknown,42.2180605,20.7427362
6436650321,pharmacy,Family Pharm,42.6580615,20.2927466
6440333593,dentist,DENTALINE Klinika Dentare,42.5756364,20.9015465
6444022641,clinic,Ordinancë Private,42.3637745,20.7400405
6469828285,dentist,Mjeku i dhëmbëve,42.6155342,20.5718213
6497078008,doctors,Psikiatër OSP,42.4242062,21.4839597
6514662985,clinic,KLLOKOQI ESTETIKA,42.6536289,21.1910924
6515281589,doctors,PRORHEUMA BLLACË,42.4163561,20.8631805
6515281590,doctors,PRORHEUMA PRISHTIN,42.6454646,21.1710333
6541947085,clinic,Qendra e mjekësis familjare,42.6567357,20.2986404
6545395255,dentist,EKSTRADENT,42.3721111,21.1454067
6604808085,dentist,Periodental,42.6487898,21.159705
6631609285,dentist,Cani Dent,42.6286962,21.1611754
6660772532,dentist,"Ordinanca Stomatologjike ""VITADENT""",42.4605867,21.4706871
6665826092,clinic,Ordinanca Mëma,42.6549196,21.1707079
6677440286,dentist,Unknown,42.6568994,21.1653696
6690543186,doctors,Poliklinika Jona,42.656608,21.1813148
6721252986,pharmacy,Barnatore AQUAPHARM,42.3770576,20.4336662
6729010985,doctors,Kiropraktika,42.6420616,21.1702609
6730588585,clinic,Unknown,42.6454555,21.1703218
6747298796,pharmacy,Unknown,42.3215641,21.3553244
6751183663,hospital,Dom zdravlja Donja Gusterica,42.5449135,21.1782112
6796985488,pharmacy,Green,42.6532739,21.1500966
6799467385,pharmacy,Unknown,42.6580008,21.1601328
6805305387,doctors,Lendrit Spahiu,42.3903366,20.4260424
6815499189,clinic,Dom Zdravlja,43.0537864,20.8092758
6853637085,dentist,Ordinanca Stomatologjike Dr.Merita,42.831797,20.9631943
6925425785,doctors,Medica +,42.653611,21.1593505
6925425886,pharmacy,Barnatore Salihaj,42.6536525,21.1589069
6933087991,doctors,Ariana,42.6491156,21.163174
6937494024,clinic,Ordinanca Pediatrike Jeta,42.3802587,21.1651391
6975110585,pharmacy,Unknown,42.6557178,21.1739162
7006958185,clinic,Miliona Aesthetic,42.6521806,21.1591148
7041811360,pharmacy,Unknown,42.6316216,21.0927847
7054452813,hospital,Barnatore Joni-Med,42.7476495,20.7877544
7071850685,pharmacy,Santefarm,42.5984225,21.0125311
7086812685,clinic,Poliklinika Zatriqi,42.6535471,21.1705369
7103246432,clinic,AMF Vragoli,42.6112226,21.0566551
7125105185,doctors,Brikena and Teuta Dent,42.6536707,21.1599241
7131406885,dentist,Protetika,42.4608437,21.4673066
7138617185,pharmacy,"""REMEDIA"" TE Dritoni",42.6551757,20.2929179
7178772085,clinic,Physio De2,42.5264065,21.1190251
7204706582,dentist,ParaDent,42.651911,21.1731006
7221097594,pharmacy,HİKMET KRÜEZİ,42.3315477,20.7261526
7250130366,dentist,Alfadent Dental Clinic,42.6490904,21.1589307
7256054908,hospital,Unknown,42.9185016,21.1956977
7310654914,dentist,Ada Dent,42.6405569,21.1007428
7315095933,dentist,A-Dent,42.6842241,21.0743682
7315095947,pharmacy,Flora,42.6842114,21.0742128
7321703032,dentist,VitaDent,42.5186579,21.1339299
7326880416,dentist,AlfaDent,42.6834778,21.0749619
7326936572,pharmacy,Atropa,42.5240757,21.1198611
7329054082,dentist,Unknown,42.5200694,21.1199413
7329071008,pharmacy,Dona,42.5215919,21.1186827
7329071091,pharmacy,Riga,42.5217092,21.1190432
7329071098,pharmacy,Green Pharm,42.5218027,21.1192206
7329071105,pharmacy,Zeki,42.5219449,21.1190825
7329071311,clinic,Poliklinika Shpeb Med,42.5256343,21.1220459
7329103226,pharmacy,Riga Pharm,42.2750176,21.1922088
7329123234,hospital,Unknown,42.2469319,21.2180259
7329201531,doctors,Xhelal Shatri kiropraktikë,42.7829903,20.4851483
7340136402,clinic,Mjekësi popullore Halla Halime,42.6775901,20.9039447
7340140834,hospital,Unknown,42.2980687,21.2291941
7340202366,dentist,POMIKA DENT,42.7814298,20.4820819
7340225502,clinic,QMF- Qendër e Mjeksisë Familjare,42.6642557,20.8471753
7340256886,clinic,QMF Kaçaniki Vjetër,42.2993489,21.2291821
7340305619,hospital,Unknown,42.2710052,21.1857531
7340319518,pharmacy,ES-Pharm,42.7816024,20.4885758
7340470124,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.6024886,21.6661778
7340485517,clinic,Poliklinika Diagnostika,42.7800077,20.4873238
7340485542,pharmacy,Healthcare Pharmacy,42.7806343,20.4863844
7340501045,hospital,Unknown,42.1932261,21.2343303
7340514846,hospital,Unknown,42.8469771,21.0559899
7340527275,hospital,Unknown,42.2718014,21.2494254
7340623892,dentist,"Dr,Spec.Ilir",42.7789473,20.4876199
7341705336,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.6500855,20.7169585
7341706044,dentist,Dr.Arbnori,42.7771516,20.4884364
7342661559,hospital,Qendra e Mjekesise Sportive,42.6615847,21.1564286
7342674540,clinic,AMF Kuki,42.1007367,20.7134932
7342682483,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.8357821,20.9185695
7342690030,clinic,AMF Leshan,42.3278967,20.7811305
7342694414,clinic,AMF Bob,42.2305093,21.2487897
7342714950,clinic,AMF Dobrushtë,42.1808649,20.5904442
7342716519,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.2558599,20.5753514
7342739946,clinic,AMF Dabishec,42.735048,21.4408306
7342743188,clinic,AMF Kraishta,42.4983015,21.050141
7342758628,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.4195381,20.8023307
7342759334,clinic,Poliklinika Stomatologjike,42.6610656,20.272867
7342765232,clinic,AMF- Ambulancë e Mjeksisë Familjare,42.3777125,21.2760571
7342780785,clinic,AMF Barilevë,42.7534244,21.1108913
7342790599,clinic,QMF Bellobradi,42.1193428,20.6884065
7342813974,clinic,QMF Rizniqi,42.5206026,20.3497764
7342832300,clinic,QMF Ujëmir,42.6147675,20.697282
7342837629,clinic,AMF Kosavca,42.0936923,20.6981489
7342868885,clinic,AMF Obranqe,42.9154586,21.1706988
7343318261,pharmacy,Unknown,42.4666606,21.4618964
7343318262,pharmacy,Unknown,42.4678953,21.4674714
7343318263,pharmacy,Green Pharmacy,42.4650105,21.4705613
7343318264,pharmacy,Humana,42.4656931,21.4711353
7343318265,pharmacy,Galen,42.4660473,21.4713861
7343318266,pharmacy,Riga Pharmacy,42.4624352,21.4708832
7343756769,pharmacy,Hana,42.3830078,20.4305559
7344171602,clinic,Klinika PREMIUM+,42.3761012,20.4363805
7344262642,pharmacy,elephant,42.3671005,21.1598082
7366548927,pharmacy,Barnatore Joni,42.637406,21.0936669
7366548933,pharmacy,"Barnatore ""Dea""",42.6371356,21.0933973
7366572261,pharmacy,Barnatore,42.6377197,21.093003
7367390235,doctors,Euromed,42.6398744,21.1026576
7370366685,pharmacy,Index Pharm 2,42.6631527,20.2979385
7392221343,dentist,"Ordinanca stomatologjike ""Eki""",42.6702447,21.163371
7393404785,clinic,Ambulanca Echokirurgjike Loni,42.6662138,21.1587621
7397549185,pharmacy,Kea Pharmacy,42.3776133,20.4344767
7429360486,pharmacy,Doni,42.6174262,20.5762912
7429360487,pharmacy,Besi,42.6192201,20.5724507
7429360586,pharmacy,Ariana,42.6198751,20.575063
7429360587,pharmacy,Biolab ZAFI,42.6194741,20.571939
7429381085,pharmacy,KekaMed,42.5964284,20.5786997
7429381285,pharmacy,Ndue Prenaj,42.6193942,20.5729541
7429437885,pharmacy,LeoMed,42.6653208,20.3009052
7429439485,pharmacy,Arsa,42.6654859,20.3008754
7429439585,pharmacy,Edona,42.6656668,20.3010899
7429750685,pharmacy,Bio pharm,42.6453137,20.2922777
7429844485,pharmacy,Palin,42.5427619,20.2898915
7429844585,pharmacy,Alea,42.5407536,20.2886775
7429854885,pharmacy,Melissa,42.5340928,20.2932605
7429869485,pharmacy,Jetoni,42.5321713,20.29416
7429869486,pharmacy,Fati,42.5325135,20.2938975
7437340185,pharmacy,Dea-Pharm,42.8777349,20.8657934
7437340285,pharmacy,4pharm,42.8775582,20.8658101
7437799285,pharmacy,Unknown,42.6675337,21.1643254
7444334985,pharmacy,Jona 1,42.685713,21.0707227
7444362685,pharmacy,Sejdo,42.6847828,21.074019
7444362785,pharmacy,ER+ pharm,42.6846408,21.0744399
7444362786,pharmacy,Qendresa,42.6841953,21.0747832
7444362885,pharmacy,Reis,42.6843524,21.0741509
7444370885,pharmacy,Herba pharm 5,42.6844688,21.073802
7450262403,pharmacy,Barnatore,42.1643836,20.6182936
7452227385,pharmacy,ES Pharm,42.7815914,20.4886512
7452227386,pharmacy,Fati 1,42.661005,20.275208
7452227585,pharmacy,Bio Pharm,42.7820075,20.4823349
7452227685,pharmacy,Lika,42.6627881,20.297134
7452227686,pharmacy,Edona,42.6593913,20.2915875
7452227785,pharmacy,Roli,42.662736,20.2977441
7452227885,pharmacy,Begolli,42.6602385,20.2907852
7458679400,pharmacy,Barnatore Lindi,42.1640834,20.6183955
7483316285,doctors,Pediatër Selim Thaqi,42.6618479,21.1752388
7487316385,clinic,Poliklinika Echo Scan,42.6482791,21.1729278
7511431167,hospital,QKMF Korishë,42.2577969,20.7943736
7602908885,pharmacy,Barnatore Farmaceutika,42.6681882,21.1700495
7602908985,pharmacy,Barnatore Medikament,42.6683513,21.1699842
7602909085,dentist,Zagreb Dent,42.6685269,21.1699573
7640683885,doctors,Ortopedia Dr. Ceni,42.647367,21.1705953
7641124463,dentist,DENTFIX,42.6602983,21.1492832
7671613133,clinic,Poliklinika Dafina,42.6784204,21.1712974
7677220237,dentist,Ordinanca Stomatologjike Dental-K,42.4600369,21.4713312
7694095394,clinic,Unknown,42.6432306,21.1669264
7695441485,pharmacy,Ak Pharm,42.6196096,21.1911867
7695441486,pharmacy,Kujdesi,42.3756618,20.4401025
7695441487,pharmacy,Pro pharma,42.6528898,21.1532059
7695441488,pharmacy,SF FARMACIA,42.6535899,21.1532416
7695441489,pharmacy,Tana shpk,42.6333668,21.1524224
7695441585,pharmacy,Roka,42.3808315,20.4307714
7695441586,pharmacy,Aloe pharm,42.3782381,20.4310973
7695441587,pharmacy,Aloe Vera,42.3759369,20.4395536
7695441588,pharmacy,AN pharm,42.6608317,21.1664877
7695441685,pharmacy,Super pharm,42.3721707,20.4358786
7695441686,pharmacy,MN pharm,42.6446829,21.1581612
7695441687,pharmacy,Erythrea,42.6164319,21.1791782
7695441785,pharmacy,Pentagon 6,42.6443987,21.1599916
7695441786,pharmacy,Jeta,42.6485287,21.1575492
7695441787,pharmacy,Daris pharm,42.650059,21.1589087
7695441885,pharmacy,Mega,42.6526088,21.1582592
7695441886,pharmacy,Melisa,42.6504997,21.1590285
7695442285,pharmacy,Meld,42.6545799,21.1672383
7736673085,clinic,Unknown,42.6575568,21.1506727
7738041815,dentist,Ordiananca Stomatologjike “2G & 2L”,42.384533,20.4265491
7773282185,pharmacy,Medicalpharm,42.6541326,20.2940627
7869915185,pharmacy,Barnatore “TONI PHARM SHPK,42.318857,20.6361121
7885156085,pharmacy,Barnatore Armendi,42.6247942,20.8915591
8048698785,doctors,Ordinanca Fizioterapeutike Igallo,42.6662862,21.1558951
8059589885,clinic,Unknown,42.6511782,21.168657
8059596085,clinic,Unknown,42.6510253,21.1685287
8074904346,pharmacy,Family AB,42.5192027,21.1227511
8104158781,clinic,Dr. Flamur Marku,42.395247,20.4219903
8104381160,clinic,Arti-MED,42.3704162,20.4361667
8117906718,clinic,Derma D,42.6624315,21.1676348
8120487017,dentist,Jona Dent,42.6591542,20.2823636
8120728948,clinic,ORL Medicus,42.3691781,20.4342456
8130214417,clinic,KLINIKA METROPOLIS,42.652038,21.1771337
8180424018,clinic,Ordinanca Urologjike “Kaçaniku”,42.2343226,21.2558285
8253290112,dentist,Dental-B,42.7798116,20.4925153
8256034891,doctors,Zenel Shatri,42.7407414,20.4766389
8263143754,dentist,Unknown,42.7808315,20.4802781
8272444041,pharmacy,Unknown,42.7821692,20.4824781
8274921574,dentist,Flora,42.7269598,20.390406
8278383917,hospital,Spitali FATI IM,42.6117869,21.141905
8293586417,clinic,FIZIO PLUS - Fizioterapi dhe Rehabilitim,42.6613998,20.2779447
8378497064,hospital,Unknown,42.4092555,20.8712828
8440647618,clinic,Qendra e Mjekësisë Familjare,42.3660569,20.7426278
8511431537,pharmacy,Natyra-J,42.6507768,21.1684373
8529491068,hospital,Klinika për Covid-19 (1),42.6445538,21.1610674
8551674199,hospital,Ordinanca Gjinekologjike LINDA,42.4859018,20.7382933
8574227189,clinic,Prishtina Medical Center,42.6444645,21.1558003
8622186796,pharmacy,Gen Pharm,42.4121797,20.5393311
8622788202,hospital,Uro-Med,42.3811219,21.1535989
8631324317,clinic,Unknown,42.6504059,21.1589977
8721956517,clinic,Unknown,42.4853806,21.2163652
8756166517,dentist,Prishtinë,42.6411296,21.1535118
8797911935,pharmacy,"Barnatore ""Hygea 2""",42.2061441,20.7327911
8797916849,pharmacy,"Barnatore ""Hygea 2""",42.206026,20.7327491
8798269611,dentist,Life dent,42.2080013,20.7375989
8798271001,dentist,Ordinanca Specialistike Stomatologjike “DODA”,42.2078453,20.7371453
8798295439,clinic,Bardhi Med,42.2080593,20.737191
8799232907,dentist,Life Dent,42.2081216,20.737273
8799497851,clinic,Bardhi Med,42.2080659,20.7373817
8799952813,pharmacy,Aspirin,42.2176506,20.739055
8800285935,pharmacy,Barnatore,42.2176759,20.7432232
8801763880,clinic,Biokomia,42.2060065,20.7311031
8805068761,dentist,ArDent,42.2171181,20.7291216
8806403343,pharmacy,Bio Shop Herbalkos,42.2150729,20.7324714
8806509299,pharmacy,Barnatore Bujqesore Agroniti,42.2156974,20.7324861
8806509683,dentist,BunaDent,42.2146171,20.7324963
8806520256,pharmacy,CaliVita,42.2144619,20.7321155
8806584391,pharmacy,Barnatore,42.2179208,20.7431072
